Name,Team,position,ovr rating,age,college,awareness rating,throw power rating,kick return rating,lead block rating,strength rating,b c vision rating,catch in traffic rating,play action rating,pursuit rating,medium route running rating,catching rating,acceleration rating,spin move rating,height,finesse moves rating,spectacular catch rating,run block rating,tackle rating,injury rating,zone coverage rating,weight,plyr birthdate,deep route running rating,years pro,total salary,trucking rating,throw accuracy short rating,juke move rating,play recognition rating,short route running rating,jersey num,break sack rating,speed rating,run block power rating,jumping rating,toughness rating,throw on the run rating,man coverage rating,stiff arm rating,power moves rating,iteration,release rating,hit power rating,throw accuracy mid rating,kick accuracy rating,pass block power rating,impact blocking rating,portrait id,stamina rating,carrying rating,break tackle rating,kick power rating,plyr handedness,throw under pressure rating,signing bonus,pass block rating,press rating,throw accuracy deep rating,block shedding rating,run block finesse rating,agility rating,elusiveness rating,pass block finesse rating,,primary key,encrypted id
Jamar Summers,MIA,CB,56,24,Connecticut,45,36,45,18,53,60,43,6,72,14,65,92,65,72,41,60,35,47,87,55,190,6/14/1995,11,1,1080000,36,6,74,48,24,8,14,87,35,89,79,6,61,38,35,1,30,58,6,12,35,45,9930,91,60,54,17,Right,10,0,35,65,6,50,35,87,62,35,,13516,8p4i5g0dkshrkqa3o7jp7ega58
William Sweet,ARI,RT,56,22,North Carolina,51,16,10,68,88,10,15,6,22,10,31,76,10,78,12,17,64,24,86,12,313,4/29/1997,5,0,1760000,21,6,10,19,16,75,12,63,65,75,87,6,12,10,14,1,11,22,6,11,63,76,9645,83,26,5,21,Right,13,0,62,10,6,25,61,52,10,59,,20681,26r2j6qcqva15v8jir4osmkq7k
Clayton Thorson,PHI,QB,56,23,Northwestern,67,83,10,10,61,71,20,74,27,17,39,85,31,76,10,23,16,27,87,14,226,12/25/1995,15,0,2520000,32,78,68,19,24,8,58,81,14,77,86,73,10,29,10,1,17,15,71,17,13,16,9656,93,63,33,19,Right,66,280000,14,10,67,20,10,78,40,15,,20332,is9datj3kf00t19c8g2u662kqg
Phillip Walker,IND,QB,56,23,Temple,60,85,20,10,61,76,20,69,28,17,29,88,67,71,9,20,16,24,89,18,216,2/26/1995,15,1,1090000,39,73,76,20,18,5,72,82,10,73,84,76,12,34,9,1,19,11,66,20,14,19,0,86,55,62,21,Right,69,0,17,9,68,21,11,85,71,18,,13861,urbtd1c64a4n1t78fsg0h48gug
Josh Woods,CHI,MLB,56,23,Maryland,57,15,10,28,64,35,51,6,76,5,60,86,36,73,49,47,45,77,87,61,205,7/1/1996,5,1,1080000,26,6,47,54,15,55,12,85,45,77,83,6,54,31,47,1,25,79,6,12,45,68,0,84,60,24,14,Right,14,0,45,59,6,63,45,80,36,45,,13893,9qpuqtqodstu29371b0h7r6si8
Calvin Anderson,NYJ,LT,55,22,Texas,58,25,10,81,83,20,10,6,23,5,30,80,19,77,20,12,61,30,87,15,300,3/25/1996,5,0,1760000,31,6,21,10,10,76,12,62,59,76,86,6,12,26,32,1,12,44,6,22,58,77,0,83,33,8,24,Right,7,0,61,10,6,15,63,73,18,62,,20365,om58pe1a8hlve7gtvh5ii4oqv4
Willie Beavers,SF,RT,55,25,W. Michigan,54,11,10,75,80,16,15,6,30,5,24,79,10,77,10,15,63,37,89,13,322,10/2/1993,5,3,1230000,21,6,13,28,15,71,12,63,64,56,92,6,12,10,10,1,15,38,6,12,64,74,7890,88,30,11,15,Right,10,0,63,10,6,25,62,62,21,62,,17790,e673be4o50b600gkmkb9vuqq4s
Cole Boozer,TB,LT,55,24,Temple,51,26,10,74,85,31,51,6,15,33,55,79,17,77,10,47,63,39,87,12,300,8/13/1995,27,1,1090000,41,6,25,10,41,64,12,69,62,74,80,6,12,32,10,1,43,47,6,12,59,73,9711,82,58,24,18,Right,10,0,60,10,6,10,65,65,26,64,,13660,b750s4soag8bucacreqbveo4ok
Tim Boyle,GB,QB,55,24,E. Kentucky,62,83,10,10,60,52,15,77,22,14,25,82,53,76,10,14,10,25,84,19,232,10/3/1994,12,1,1710000,35,68,56,21,15,8,56,81,10,85,75,67,10,32,10,1,15,12,68,12,10,10,9714,91,58,35,18,Right,67,0,10,10,77,16,10,82,33,10,,13690,032peknf8m8gr7o0kgpn360oek
Jake Brendel,DEN,C,55,26,UCLA,68,22,10,71,80,10,15,6,32,5,40,83,10,76,15,15,61,41,90,20,299,9/10/1992,5,3,720000,15,6,10,30,15,64,12,72,61,70,89,6,20,10,19,1,15,15,6,22,62,74,7908,90,44,5,18,Right,10,0,63,10,6,30,62,71,10,65,,17912,karms0jdqpn7i0nsd2vkct17dg
Evan Brown,NYG,LG,55,22,SMU,45,24,9,74,93,13,14,5,31,5,25,78,10,74,13,14,62,35,89,14,302,9/16/1996,5,1,1710000,20,5,11,19,13,67,12,71,64,86,84,5,12,15,12,1,15,22,5,12,57,77,9719,81,29,8,17,Right,14,0,58,8,5,26,61,56,14,58,,13670,lp1oi0cnq3hlllpedmqdu0m21c
Taveze Calhoun,ATL,CB,55,26,Mississippi St.,59,36,49,15,59,60,40,6,60,14,64,89,65,73,35,60,35,40,86,56,188,12/26/1992,11,3,1090000,36,6,74,59,24,39,14,87,35,80,65,6,55,38,25,1,45,40,6,26,35,45,7933,89,40,54,26,Right,13,0,35,65,6,35,35,81,64,35,,17814,44le2g95crnde73cch5he0gmek
Rashaad Coward,CHI,RT,55,24,Old Dominion,52,36,10,74,86,52,46,6,67,36,48,79,33,78,56,49,59,75,89,33,320,11/6/1994,30,2,650000,64,6,42,56,42,69,12,67,63,66,86,6,26,62,70,1,33,76,6,20,63,74,9162,81,62,23,20,Right,10,0,61,20,6,68,59,62,33,58,,13059,o6bpv8gjrv4duas310gf9k20u4
Korey Cunningham,ARI,LT,55,24,Cincinnati,57,30,10,78,83,10,15,6,22,5,22,82,10,78,10,15,58,24,89,15,305,5/17/1995,5,1,2460000,20,6,10,15,15,79,12,76,62,83,87,6,12,18,10,1,15,20,6,10,62,76,9742,81,26,6,14,Right,13,80000,63,10,6,20,60,69,12,66,,13486,hhsaqh017qsejvv4301ucurs84
Jake Eldrenkamp,IND,RG,55,25,Washington,52,24,10,80,81,18,17,6,20,6,24,75,12,77,10,15,62,35,87,15,300,3/4/1994,5,2,500000,30,6,18,15,16,60,12,59,61,66,83,6,12,30,10,1,13,20,6,25,63,82,9180,82,21,8,25,Right,15,0,61,10,6,20,64,61,13,57,,12910,dfbjfn66pfnkjf63qtd0e5k4hs
Kyle Fuller,MIA,RG,55,25,Baylor,59,26,10,54,83,10,15,6,23,5,30,79,10,77,10,15,64,10,91,9,307,3/4/1994,5,2,650000,10,6,10,15,15,61,12,64,62,66,86,6,15,10,10,1,15,20,6,22,61,79,8557,85,40,9,22,Right,10,0,63,10,6,10,67,63,18,63,,12795,266efbnn4b0ec0lsbks3s2r7dg
Kevin Hogan,DEN,QB,55,26,Stanford,59,79,19,20,68,75,20,76,28,17,42,84,48,75,9,20,27,39,91,18,218,10/20/1992,15,3,990000,63,78,66,21,18,9,75,80,10,74,95,74,12,56,9,1,19,11,64,20,14,30,8054,93,69,48,24,Right,72,300000,21,9,66,21,10,77,52,18,,17570,cl5rn2djain6gau9i99faituls
Elijah Hood,CAR,HB,55,23,North Carolina,57,29,65,40,78,71,60,15,34,50,61,90,75,71,10,55,38,34,88,25,230,4/22/1996,42,2,500000,82,35,78,17,57,30,18,87,30,77,81,15,15,80,10,1,51,39,30,11,26,38,8591,88,77,58,15,Right,11,0,40,20,20,26,24,79,58,22,,12738,j0qagp7h03tv0g0c5dduoum8sg
A.J. Howard,NE,FS,55,23,Appalach. St.,45,30,35,10,69,56,45,6,70,10,58,90,56,71,34,62,35,68,93,58,203,12/23/1995,6,1,500000,31,6,63,47,15,39,30,89,35,79,84,6,60,35,29,1,18,72,6,15,35,59,9804,86,61,42,19,Right,16,0,35,61,6,52,35,81,49,35,,13709,k2mm3ma39r4r248asajl75blkc
Ryan Hunter,KC,RG,55,24,Bowling Green St.,53,25,10,76,83,10,15,6,30,5,26,80,10,77,10,15,61,39,88,15,322,4/1/1995,5,1,500000,25,6,10,15,15,60,12,63,62,69,83,6,12,30,10,1,15,24,6,14,62,79,9812,79,30,5,17,Right,10,0,61,10,6,20,61,68,10,57,,13664,437jqakem6d87ihnu2sifkeeg0
Tre'von Johnson,LAC,MLB,55,24,Weber State,57,25,15,15,68,58,46,6,76,8,47,89,51,74,65,42,45,77,88,52,232,2/10/1995,5,2,570000,49,6,56,58,17,50,12,86,45,75,84,6,46,46,58,1,16,84,6,20,45,75,9213,87,44,37,20,Right,10,0,45,47,6,60,45,74,52,45,,13076,j2bdb9frnbasml7fgji87mah0c
Alvin Jones,BAL,MLB,55,24,UTEP,47,14,10,13,66,35,21,6,79,5,45,84,31,70,57,22,45,84,85,56,231,12/2/1994,5,1,500000,35,6,35,48,15,58,12,81,45,82,82,6,50,31,52,1,16,80,6,10,45,69,9823,89,36,21,12,Right,10,0,45,41,6,62,45,74,35,45,,13597,558teg2ms3pcso40hq8a7ckusk
Rick Leonard,HOU,RT,55,22,Florida State,56,22,9,73,80,12,15,6,31,5,26,73,12,79,42,15,63,45,89,14,305,11/22/1996,5,1,1090000,20,6,11,37,14,72,12,67,60,73,90,6,11,15,47,1,16,49,6,19,59,75,8972,88,28,6,18,Right,15,0,59,10,6,35,65,68,14,63,,13416,dgp94jncbb9adhk7d8f5pcg944
Erik Magnuson,SF,C,55,25,Michigan,67,27,10,74,81,22,28,5,30,11,33,79,17,76,20,24,61,31,79,11,305,1/5/1994,7,2,1680000,36,5,23,18,21,62,12,60,60,64,86,5,11,26,30,1,18,40,5,15,64,73,9230,83,24,14,27,Right,10,0,65,10,5,27,63,63,24,65,,12971,b58mfsjiv9o8dkukragc0vireg
Conor McDermott,BUF,RT,55,26,UCLA,59,33,10,71,84,18,18,6,25,12,23,78,12,80,10,16,62,17,88,14,305,10/19/1992,7,2,2420000,29,6,18,21,22,68,12,67,59,71,86,6,10,23,28,1,16,20,6,26,65,73,8656,81,21,6,16,Right,12,0,63,10,6,18,64,67,12,62,,12714,tpbffdc3obv0mo9j4l7r9qseu0
Trace McSorley,BAL,QB,55,23,Penn State,56,84,45,18,55,78,30,73,39,25,43,88,69,72,20,35,19,34,87,35,201,8/23/1995,20,0,2540000,59,72,72,27,31,7,72,87,16,80,88,70,28,37,24,1,23,29,66,40,14,33,9568,89,65,64,36,Right,72,160000,17,28,66,30,12,84,70,18,,20334,3fi72ep7feric2q6bt3rr2r4tc
Montrel Meander,LV,CB,55,24,Grambling St.,44,27,45,17,65,64,37,6,68,14,59,90,60,74,36,60,35,50,85,58,215,9/20/1994,10,1,1050000,48,6,56,47,24,36,10,91,33,89,81,6,55,43,32,1,18,53,6,17,33,53,9866,87,57,52,18,Right,14,0,25,70,6,49,34,84,63,34,,13524,0vbd1l548nlikg3p70n61cmpjc
Storm Norton,MIN,RT,55,25,Toledo,55,30,10,77,83,14,22,6,29,15,27,81,10,79,15,15,61,29,84,15,317,5/16/1994,15,2,1090000,33,6,10,20,15,72,12,68,59,71,86,6,13,27,25,1,21,20,6,21,59,76,9254,84,22,8,22,Right,10,0,59,10,6,39,63,71,15,64,,13013,1cqd3e9dkkbsat7mbgmos64ma4
Kent Perkins,CIN,LT,55,24,Texas,51,19,9,75,90,12,15,6,29,5,27,72,12,77,20,15,63,28,90,14,305,11/19/1994,5,2,1090000,20,6,11,19,14,76,12,63,67,75,88,6,11,15,26,1,16,24,6,13,58,77,9890,87,32,7,18,Right,11,0,57,10,6,28,59,59,14,57,,13676,cj3oeg7s33en7gmq4jg57bpf4s
Jeremy Reaves,WAS,SS,55,23,South Alabama,46,28,35,11,60,66,47,6,73,13,58,88,70,71,41,60,35,64,85,66,205,8/29/1996,10,1,980000,41,6,74,50,15,39,10,84,35,76,84,6,62,37,33,1,15,86,6,13,35,55,9901,89,64,49,16,Right,16,0,35,72,6,50,35,76,66,35,,13269,gkqm3sb6qm77sjbn14fn200v0k
Adam Redmond,DAL,C,55,26,Harvard,55,10,10,78,83,10,18,6,27,5,22,79,10,78,10,16,65,29,87,12,300,5/19/1993,5,3,1050000,21,6,10,15,13,61,12,66,63,70,82,6,11,10,10,1,17,38,6,11,67,77,9272,80,26,6,11,Right,10,0,66,10,6,28,66,69,11,64,,12987,e8al8rg5tm1tj6gbh7k6lb2s64
Tom Savage,DET,QB,55,29,Pittsburgh,60,85,10,10,64,60,15,72,12,14,25,82,47,76,10,15,18,18,86,19,230,4/26/1990,12,5,650000,48,81,50,25,15,3,38,74,18,68,76,69,13,41,10,1,15,12,67,18,12,18,6578,90,54,34,15,Right,77,90000,12,10,68,19,18,64,39,12,,9732,gjg4nsmlljcnnt326rn1k4nn50
Brad Seaton,CLE,RT,55,25,Villanova,54,22,10,75,81,24,22,6,24,15,26,76,13,81,10,20,64,28,87,15,330,11/23/1993,7,2,1090000,32,6,22,18,25,60,12,60,65,66,75,6,11,28,10,1,19,30,6,19,62,77,9286,81,21,9,19,Right,12,0,63,10,6,26,63,57,16,65,,12865,7ieka6mrfvkget0jkhinj0hf0o
Kyle Sloter,MIN,QB,55,25,N. Colorado,62,83,10,17,67,70,10,71,29,10,27,87,72,77,10,12,15,28,90,20,218,2/7/1994,10,2,1680000,64,76,71,15,10,1,51,79,30,80,86,70,15,61,10,1,12,21,72,25,25,27,9289,94,69,70,25,Right,69,0,15,10,74,24,20,69,71,15,,12993,m9sf26tga0enbja0k63605uk2g
Emmanuel Smith,TB,MLB,55,24,Vanderbilt,56,34,10,17,66,31,24,6,74,5,43,91,30,74,58,25,45,75,88,55,240,7/26/1995,5,1,1090000,33,6,32,58,10,43,12,84,45,85,88,6,46,25,51,1,12,76,6,13,45,75,9921,85,45,20,18,Right,10,0,45,31,6,61,45,84,25,45,,13622,cskdb4rgpjrma7ok3knef0ssc56lr23h9ltp6qa9t0vu6675dkc0
Zach Sterup,MIA,LT,55,27,Nebraska,59,14,10,78,86,21,32,6,47,23,34,78,10,81,40,40,61,59,88,12,327,5/14/1992,15,4,650000,41,6,24,23,33,74,12,71,60,75,85,6,16,30,62,1,18,64,6,24,61,80,8430,80,32,7,22,Right,0,0,60,15,6,56,63,67,14,59,,12519,9l258l1oss0uumnpl8bnbokhbo
Aaron Stinnie,TEN,RG,55,25,J. Madison,54,21,10,74,79,10,10,6,23,5,35,75,10,75,10,12,63,29,90,12,312,2/18/1994,5,1,1710000,15,6,10,10,10,61,12,65,62,68,86,6,12,10,10,1,12,12,6,12,59,75,9928,81,20,5,16,Right,10,0,63,10,6,20,65,63,10,64,,13804,0578mft0kljv0thkmgt0gjjsks
Rod Taylor,CIN,RG,55,24,Ole Miss,59,24,10,64,79,10,15,6,20,5,21,80,10,75,10,15,65,30,83,15,321,10/26/1994,5,1,2390000,20,6,12,15,15,64,12,64,64,75,83,6,12,24,10,1,15,20,6,10,59,76,9075,84,29,7,18,Right,14,80000,62,10,6,20,66,55,12,63,,13444,lasv7ed8fe77t2q4vg0kb8qjeg
D'Montre Wade,KC,CB,55,24,Murray State,44,24,74,11,56,72,49,6,68,24,68,88,67,72,37,60,35,44,84,66,200,12/22/1994,16,1,500000,21,6,72,46,32,40,15,87,35,87,84,6,63,25,31,1,42,49,6,11,35,47,9095,89,63,55,10,Right,10,0,35,71,6,48,35,80,67,35,,13453,508j94jn5h3eggmh8v5ljjliqd6lr23h9ltp6qa9t0vu6675dkc0
John Atkins,DET,DT,54,26,Georgia,48,23,8,15,81,21,15,6,73,8,36,73,17,75,42,15,45,77,85,27,320,12/21/1992,4,1,1570000,48,6,26,46,15,99,12,60,45,62,86,6,22,42,61,1,15,73,6,11,45,81,8807,76,31,23,12,Right,14,0,45,20,6,63,45,54,33,45,,13331,jmsrvj9t2eb1f9f1qq989gdlc8
Jackson Barton,IND,LT,54,24,Utah,54,16,10,77,83,10,22,6,35,15,37,78,10,79,30,25,62,40,89,12,308,8/8/1995,10,0,2540000,21,6,10,24,22,71,12,66,63,68,87,6,12,10,40,1,22,35,6,11,61,78,9382,83,35,5,21,Right,13,60000,60,10,6,40,60,61,10,59,,20669,af70m57csplgnot9nscbn7d0ns
Christian DiLauro,SF,RT,54,24,Iowa,48,22,10,72,83,10,15,6,20,5,22,74,10,78,10,15,59,30,86,15,300,11/11/1994,5,1,1090000,25,6,10,15,15,64,12,71,58,78,87,6,12,18,25,1,15,25,6,11,60,74,9752,81,20,6,12,Right,10,0,62,10,6,20,65,66,11,64,,13657,dcuunsfr62em1fio0dput2tre6p57hgld1hb0p3cms2t4id7sfi0
Nick Fitzgerald,TB,QB,54,22,Mississippi St.,50,88,50,44,73,81,51,69,32,41,54,88,66,77,10,52,47,29,88,22,229,1/14/1996,33,0,1760000,72,71,72,16,47,7,75,84,46,74,91,71,14,57,10,1,47,19,64,35,46,50,9458,93,61,71,50,Right,65,0,48,12,62,24,49,74,73,48,,20333,77a3400oahmrple2jo8m8atcm4
Zack Golditch,KC,RT,54,24,Colorado St.,61,30,10,74,81,10,25,6,29,5,40,71,10,77,15,15,59,35,82,15,295,2/2/1995,5,1,570000,20,6,10,20,15,78,12,65,62,78,80,6,13,19,25,1,40,20,6,13,64,75,9781,76,46,8,18,Right,16,0,63,10,6,39,58,57,15,62,,13589,l5bu0ptmose83ccoo9u8bvvpm8
Chaz Green,DEN,RT,54,27,Florida,75,30,10,80,78,10,21,6,35,10,42,79,10,77,35,25,59,51,76,20,318,1/1/1992,6,4,650000,28,6,10,25,20,79,12,66,56,79,85,6,15,15,50,1,35,39,6,21,60,79,7147,84,50,5,21,Right,13,0,57,10,6,40,64,62,10,57,,2609,rg15oombutc8siiih0c4enfrhk
Raven Greene,GB,FS,54,24,J. Madison,45,26,35,16,56,51,42,6,74,10,63,90,58,71,29,61,35,65,87,60,197,2/2/1995,6,1,1710000,27,6,65,48,15,36,10,89,35,82,84,6,54,31,26,1,15,72,6,12,35,61,9788,88,59,40,15,Right,14,0,35,61,6,52,35,80,51,35,,13717,4d24onsbo9l761qq35f317hnt0
Ryan Griffin,TB,QB,54,29,Tulane,66,77,10,10,52,44,10,64,35,10,45,77,50,77,10,12,15,19,90,15,210,11/17/1989,10,6,2450000,30,80,51,10,10,4,55,64,10,65,74,74,12,40,10,1,12,12,73,22,10,10,6661,87,66,35,22,Right,68,450000,14,10,69,15,15,63,32,15,,14858,2neo1ipodhoasj6dra6ko2u0ik
Taylor Heinicke,CAR,QB,54,26,Old Dominion,70,80,5,10,53,64,15,64,34,10,41,84,64,73,5,17,14,25,89,7,210,3/15/1993,10,4,810000,34,74,66,23,10,6,53,83,19,85,71,72,7,38,5,1,12,7,74,18,21,14,7169,88,60,47,23,Right,71,0,21,5,61,25,19,78,50,21,,2392,men0tv7g8ckbu8j2et5tuucsdo
Fred Johnson,PIT,RG,54,22,Florida,48,12,10,67,84,16,17,6,23,8,24,75,10,79,10,15,62,31,89,14,329,6/5/1997,5,0,1760000,25,6,14,15,18,74,12,62,64,63,83,6,9,22,10,1,15,40,6,13,62,78,9530,80,20,5,14,Right,10,0,61,10,6,25,61,55,10,58,,20664,ldqheb7cci948763muitr249l4
Sam Jones,DEN,C,54,23,Arizona St.,52,19,10,77,82,10,10,6,22,5,26,74,10,77,15,12,66,26,86,14,305,2/21/1996,5,1,2460000,20,6,10,15,10,77,12,62,64,68,83,6,15,10,29,1,12,25,6,11,62,78,8955,81,22,8,17,Right,10,160000,64,10,6,21,67,58,15,66,,13304,705g885q2ie9gb9l09k92rm080
Jaryd Jones-Smith,MIA,RT,54,23,Pittsburgh,50,26,10,73,83,25,15,6,27,5,23,81,21,79,28,20,63,37,67,12,320,9/3/1995,5,1,1080000,29,6,28,30,10,71,12,65,66,68,88,6,10,31,30,1,12,35,6,13,59,76,8950,79,21,8,18,Right,13,0,60,10,6,33,61,51,18,60,,13410,knfimrurg9d2nfqns8d8i8v3o8
Leo Koloamatangi,DET,C,54,25,Hawaii,61,19,10,76,83,10,10,6,22,5,26,80,10,77,15,12,61,26,86,14,305,5/9/1994,5,2,1710000,20,6,10,15,10,75,12,58,64,69,83,6,15,10,29,1,12,25,6,11,63,77,9836,81,22,8,17,Right,10,0,62,10,6,21,60,54,15,60,,13877,f3mp3fm2isfo3i1ckakep7tfl0
Cole Madison,GB,RG,54,24,Wash. St.,59,18,10,73,79,24,26,6,51,17,45,77,17,77,29,18,60,49,90,15,308,12/20/1994,12,1,2460000,45,6,19,37,25,61,12,61,60,71,88,6,12,30,44,1,19,46,6,11,59,75,8978,83,42,30,18,Right,13,320000,63,10,6,46,61,55,12,64,,13420,ok7a1jkd6a1gnu72ur9kk2fa1g
Sean Mannion,MIN,QB,54,27,Oregon State,66,82,5,10,61,39,12,70,16,11,20,75,28,78,5,10,15,22,89,11,230,4/25/1992,10,4,650000,43,72,32,13,12,4,41,67,11,76,83,64,5,37,5,1,16,7,73,11,14,16,7222,87,52,37,15,Right,66,90000,15,5,73,18,11,73,37,19,,2386,fvmj19ntuvmdtd0gvpaearkel8
KC McDermott,JAX,LG,54,23,Miami,61,14,10,68,82,10,15,6,29,5,22,78,10,77,10,15,63,22,87,16,311,4/18/1996,5,1,1090000,10,6,10,21,15,62,12,62,64,71,84,6,7,10,10,1,15,35,6,15,58,71,8985,80,40,8,17,Right,10,20000,58,10,6,22,61,60,15,59,,13333,jh5omhmc6k7pp5c11b7iqeoa34
Alex McGough,JAX,QB,54,23,FIU,63,81,10,14,56,67,15,70,25,14,20,88,44,75,10,15,12,24,92,15,214,11/19/1995,12,1,1140000,31,75,61,17,15,2,59,84,12,79,82,72,12,31,10,1,15,13,71,12,15,22,9344,90,49,45,17,Right,72,160000,15,10,63,23,12,77,51,15,,13472,h6pandgled0cjrdh66spf6parg
Jimmy Murray,KC,C,54,24,Holy Cross,59,30,10,76,82,10,25,6,29,5,29,70,10,77,15,15,65,37,85,15,304,5/5/1995,5,1,1050000,20,6,10,20,15,67,12,67,64,65,81,6,13,19,25,1,40,20,6,13,61,78,9871,79,31,8,18,Right,16,0,62,10,6,35,66,60,15,63,,13878,k269t57le1af42enhieq21ef60
Ian Silberman,CAR,RT,54,26,Boston College,60,25,10,71,81,10,10,6,23,5,30,78,10,77,10,12,62,25,87,15,306,10/10/1992,5,4,720000,20,6,10,10,10,68,12,67,63,69,85,6,12,25,10,1,12,20,6,22,63,70,7806,79,40,7,24,Right,10,0,60,10,6,15,61,54,12,59,,2652,ghds4ailcv4duha6m3cdla4mn8
Henre' Toliver,NYG,CB,54,22,Arkansas,46,30,55,15,44,55,35,6,71,10,56,87,66,72,43,60,35,47,85,58,190,10/21/1996,10,1,500000,35,6,68,53,20,38,10,85,35,79,78,6,64,30,37,1,35,47,6,13,35,45,9084,91,60,47,18,Right,16,0,35,66,6,46,35,82,57,35,,13447,p8trcu6eqe3cdf78flk9se6u7s
Cole Toner,LAC,C,54,25,Harvard,76,30,10,51,78,10,25,6,29,5,42,78,10,77,15,15,64,41,87,15,310,3/13/1994,5,3,650000,20,6,10,20,15,64,12,62,63,60,75,6,13,19,25,1,40,20,6,21,60,76,8236,76,64,8,22,Right,16,0,59,10,6,39,64,55,15,58,,17803,37ha82gkaihbnmadhcupnfub84
Leonard Wester,JAX,LT,54,26,Missouri W State,56,22,9,79,80,12,15,5,29,5,38,78,12,78,14,15,60,38,86,14,305,1/3/1993,5,3,720000,31,5,11,19,14,61,12,67,61,65,79,5,11,15,15,1,16,32,5,19,59,78,8450,84,29,8,18,Right,10,0,65,10,5,26,58,61,18,68,,12442,8tpvvjcvk3vhhljntheasof9fc
Paul Adams,NYG,LT,53,24,Missouri,52,24,10,80,77,10,15,6,26,5,30,78,10,77,20,15,63,41,86,15,317,5/17/1995,5,0,1760000,25,6,10,31,15,79,12,66,61,68,89,6,12,24,24,1,15,31,6,25,59,77,9359,87,26,6,25,Right,12,0,61,10,6,23,64,62,11,62,,20668,rs1r5ta30hivviap77bg2buios
J.T. Barrett IV,NO,QB,53,24,Ohio State,59,79,25,25,66,82,20,67,34,16,23,87,66,74,9,16,28,25,86,17,220,1/23/1995,14,1,1090000,52,70,74,21,18,16,70,82,18,74,93,77,12,55,9,1,15,18,67,15,14,35,8814,90,68,72,19,Right,70,0,14,9,69,20,12,76,70,18,,13371,eo92sjnmk37nke200k8kirvij0
Daniel Brunskill,SF,LT,53,25,San Diego St.,47,27,10,75,79,50,50,6,29,29,53,77,23,77,10,46,59,33,91,15,260,1/27/1994,21,2,500000,39,6,48,15,39,60,12,66,58,71,88,6,12,44,10,1,35,38,6,20,62,77,8495,83,49,32,21,Right,0,0,64,10,6,20,61,65,42,66,,12753,uoutd49arun1c58tnaocsel83k
Tyler Catalina,WAS,RG,53,26,Georgia,60,20,10,70,81,14,10,6,36,5,22,78,12,78,10,12,60,35,88,12,315,1/24/1993,5,2,650000,29,6,16,10,10,68,12,61,60,76,90,6,12,23,10,1,12,24,6,15,62,69,9155,87,26,9,12,Right,10,0,60,10,6,30,62,58,18,58,,12974,tonrmj9tm17nb681n72ta1v52s
Andrew Donnal,DET,RT,53,27,Iowa,64,30,10,62,78,10,15,6,20,5,40,73,10,78,10,15,60,30,84,15,305,3/3/1992,5,4,670000,25,6,10,15,15,78,12,61,60,78,87,6,12,35,25,1,15,25,6,25,63,74,7088,81,40,6,25,Right,10,20000,62,10,6,20,59,66,11,61,,2611,omd6cslp1fde3g9rrlr0glc16k
Casey Dunn,WAS,C,53,24,Auburn,58,24,10,76,80,10,15,6,29,5,34,80,10,76,10,15,64,35,83,15,300,10/11/1994,5,1,1230000,20,6,10,15,15,55,12,72,61,72,75,6,12,30,10,1,15,20,6,13,59,75,9757,82,45,5,19,Right,10,0,60,10,6,20,65,58,10,62,,13852,oqmn1bto22at009lgn35ju71nk
Kenneth Farrow,MIA,HB,53,26,Houston,51,31,55,42,74,62,55,10,38,43,55,88,75,69,12,59,43,33,88,19,219,3/7/1993,35,3,1230000,72,25,76,20,50,34,22,86,34,89,80,10,14,71,11,1,58,21,20,20,31,40,8322,86,74,71,21,Right,11,0,47,16,15,26,33,83,70,26,,17981,ehncmjt7q4jt5j1b9mk9fo81bs
Dennis Gardeck,ARI,MLB,53,25,Sioux Falls,46,28,10,12,81,37,32,6,76,10,47,87,37,72,66,37,45,75,87,54,242,8/9/1994,6,1,1710000,37,6,44,45,14,92,12,85,45,87,88,6,43,45,56,1,15,76,6,17,45,75,9780,86,45,20,14,Right,10,0,45,34,6,59,45,74,35,45,,13610,bmgcv6l6kq8jcnocdhcq2923lo
Taylor Hearn,CAR,RG,53,23,Clemson,46,9,10,69,82,10,10,6,21,5,31,75,10,76,10,12,63,27,91,12,315,1/11/1996,5,1,1050000,30,6,10,10,10,62,12,57,63,63,88,6,12,10,10,1,12,25,6,12,64,72,8917,89,30,5,18,Right,13,0,63,10,6,30,65,67,10,58,,13229,3krdauuqiioqtek1gsipthfvd4
Connor Hilland,MIA,LG,53,24,William  Mary,51,30,10,73,82,10,15,6,30,5,40,82,10,76,10,15,61,30,84,15,303,6/18/1995,5,1,1080000,20,6,10,15,15,61,12,68,62,68,85,6,12,30,10,1,15,20,6,14,61,72,9799,77,45,7,17,Right,12,0,60,10,6,20,61,61,12,58,,13489,s143rjeq8e08p89n6llgd8e5tc
Joe Webb III,HOU,QB,53,32,UAB,66,78,75,20,67,74,62,60,47,39,72,90,76,76,10,74,26,33,88,20,235,11/14/1986,29,9,650000,65,67,77,15,49,5,80,87,15,95,72,73,15,36,10,1,68,12,58,24,25,30,4917,85,72,74,25,Right,66,0,25,10,65,25,15,91,77,15,,10017,b4f4eku725k3368qckmgh3jlc8
